游戏名,类型,开发商,发行商,价格,平台,性质,是否支持中文,历史在线峰值
怪物一家亲,"休闲,独立,多结局,模拟,角色扮演,自选历险体验,冒险,单人,选择取向,可爱,短片,喜剧,阖家,剧情丰富,文字为基础,指向 &amp; 点击,欢乐,生活模拟,视觉小说","Radial Games Corp,Dejobaan Games, LLC",Radial Games Corp,36,PC,单人,否,526
节奏过山车,"节奏,动作,音乐,街机,好评原声音轨,动漫,单人,困难",TAITO CORP.,"Degica,TAITO CORP.",70,PC,单人,否,526
Immersion,"冒险,动作,休闲,独立",Bullid Games,Bullid Games,36,PC,单人,否,526
GentleMoon 2,"独立,动作",Vidas Salavejus,Vidas Salavejus,15,PC,单人,否,526
索尼克世代,"平台游戏,好评原声音轨,动作,快节奏,3D 平台,单人,二维,可模组化,冒险,阖家,经典,怀旧,彩色,时空旅行,控制器,第三人称视角,3D,3D视觉,重玩价值,欢乐",Devil's Details,SEGA,68,PC,单人,否,525
吸血鬼：纽约同僚,"独立,吸血鬼,视觉小说,互动小说,剧情丰富,角色扮演,记叙,黑暗,氛围",Draw Distance,Draw Distance,70,PC,单人,否,525
小兵求爱记,"角色扮演,模拟,独立,色情内容,恋爱模拟,视觉小说,裸露,动漫,冒险",Yangyang Mobile,Yangyang Mobile,80,PC,单人,是,525
樱花之灵,"动漫,视觉小说,裸露,成人,恋爱模拟,单人,可爱,独立,爱情,色情内容,奇幻,短片,模拟,休闲,Hentai,二维,唯美,喜剧,网红,狗",Winged Cloud,Winged Cloud,36,PC,单人,否,524
战斗厨师的豪华之旅,"动作,角色扮演,独立,冒险,动漫,解谜,女性主角,三消,手绘,单人,剧情丰富,二维,阖家,奇幻,本地多人,横向滚屏,平台游戏",Trinket Studios,Adult Swim Games,70,PC,单人,是,524
病毒战争,"动作,独立",SnowBiteGames,SnowBiteGames,32,PC,单人,否,524
节奏破坏,"独立,休闲,动作,清版射击,节奏,弹幕射击,音乐",Curious Panda Games,Curious Panda Games,21,PC,单人,否,524
滚动的太阳,"独立,平台游戏,冒险,休闲,单人,解谜,策略,困难,街机,阖家",Mystik'Art,Mystik'Art,11,PC,单人,否,524
无尽的任务2,"免费,角色扮演,大型多人在线,大型多人在线角色扮演,奇幻,制作,开放世界,冒险,多人,探索,动作,角色定制,单人,沙盒,经典,第一人称射击,第一人称视角",Darkpaw Games,Daybreak Game Company,Free to Play,PC,大型多人在线,否,523
叛击士：装甲版,"动作,独立,机甲世界,等角,好评原声音轨,赛博朋克,科幻,毁灭,单人,坦克,怀旧,反乌托邦,垂直卷轴射击,困难,射击,轻度 Rogue,氛围,机器人,双摇杆射击,类Rogue","Stellar Jockeys,Gausswerks",Stellar Jockeys,68,PC,单人,是,523
星界,"策略,动作,独立,太空,射击,垂直卷轴射击,战术角色扮演,即时战略,回合战略",LW Games,LW Games,21,PC,单人,否,523
战锤40K：死亡守望-加强版,"战锤40K,策略,回合制,角色扮演,冒险,动作,游戏工坊,回合战略,单人,战术",Rodeo Games,Rodeo Games,48,PC,单人,否,523
PWND,"免费,动作,第一人称射击,多人,射击,休闲,独立,暴力,快节奏,竞技场射击,单人,欢乐,抢先体验,第一人称视角,在线合作,角色定制,竞技,怀旧,欲罢不能",Skydance Interactive,Skydance Interactive,免费游玩,PC,多人,否,522
像素魂斗罗2,"动作,独立,平台游戏,像素图形,清版射击,怀旧,射击,动作冒险,90 年代,80 年代",Orangepixel,Orangepixel,21,PC,单人,否,522
重力猫,"猫,独立,平台游戏,可爱,困难,二维,平台解谜,解谜,单人",Quiet River,Quiet River,15,PC,单人,是,522
Shift,"独立,策略,解谜,动漫,单人,放松,女性主角",Black Lime Studio,Black Lime Studio,6,PC,单人,否,522
公园,"恐怖,心理恐怖,步行模拟,第一人称视角,单人,氛围,冒险,探索,短片,悬疑,心理,剧情丰富,惊悚,好评原声音轨,独立,血腥,光明会,开放世界",Funcom,Funcom,45,PC,单人,是,522
NightmareZ,"动作,独立,平台游戏,二维,怀旧,像素图形,单人,困难",Anamik Majumdar,Anamik Majumdar,18,PC,单人,否,521
至高无上1914,"策略,免费,模拟,大型多人在线,一战,大战略,多人,合作,历史,战术,外交,政治,战争,架空,战争游戏,重玩价值,军事,即时战略",Bytro Labs GmbH,Bytro Labs GmbH,免费开玩,PC,大型多人在线,否,521
High Octane Drift,"竞速,汽车模拟,免费,多人,模拟,驾驶,抢先体验,体育,大型多人在线,动作,开放世界,控制器,在线合作,单人,4人本地,休闲",Cruderocks,Cruderocks,免费开玩,PC,多人,否,521
死亡赛车：终极破坏,"战斗竞速,血腥,动作,竞速,车辆作战,汽车模拟,多人,欢乐,毁灭,驾驶,喜剧,开放世界,暴力,网红",Stainless Games Ltd,THQ Nordic,55,PC,多人,否,521
Ropes And Dragons VR,"独立,冒险,动作,虚拟现实",diman production,diman production,6,PC,单人,否,520
未上锁的房间,"解谜,悬疑,指向 &amp; 点击,氛围,冒险,单人,独立,隐藏物体,短片,恐怖,休闲,第一人称视角,唯美,大师级,蒸汽朋克,黑暗,洛夫克拉夫特式,触控,剧情丰富,心理恐怖",Fireproof Games,Fireproof Games,21,PC,单人,否,520
A Long Road Home,"冒险,休闲,独立,指向 &amp; 点击,解谜,剧情丰富,二维,氛围,单人,RPG制作大师,悬疑,多结局,恶魔,黑暗奇幻,复古,怀旧,奇幻",One Bit Studio,One Bit Studio,11,PC,单人,否,520
A Game of Changes,"休闲,独立,解谜,选择取向",Nuno Donato,Nuno Donato,21,PC,单人,是,520
Quantum League - Free Open Beta,"免费,动作,策略,体育,第一人称射击,时空旅行,射击,多人,竞技场射击,战术,独立,第一人称视角,电竞,竞技,子弹时间,玩家对战",Nimble Giant Entertainment,Nimble Giant Entertainment,免费,PC,多人,否,519
木石世纪,"生存,策略,城市营造,独立,抢先体验,沙盒,制作,单人,即时战略,体素","Games by Robert, LLC","Games by Robert, LLC",22,PC,单人,否,519
义军,"策略,回合制,血腥,单人,回合制战术,独立,好评原声音轨,色情内容",Weappy Studio,THQ Nordic,41,PC,单人,是,519
鸟人：振翅,"动作,独立,砍杀,二维,剑术,风格化,平台游戏,平台解谜,横向滚屏,忍者,清版动作,暗杀,单人,奇幻,2D 格斗,重制,抢先体验",Sun-Studios,Sun-Studios,37,PC,单人,否,519
Beerman,"动作,冒险,独立,剧情丰富,横向滚屏",Lee Davidson,Lee Davidson,11,PC,单人,否,518
对照物,"独立,女性主角,冒险,黑色,解谜,平台游戏,氛围,单人,好评原声音轨,第三人称视角,短片,剧情丰富,推理,悬疑,平台解谜,3D 平台,大师级,休闲,奇幻,3D视觉",Compulsion Games,Focus Home Interactive,38,PC,单人,否,518
鬼武者,"动作,暴力,砍杀,经典,单人,忍者,生存恐怖,第三人称视角,动漫,氛围,恐怖,黑暗奇幻","CAPCOM CO., LTD","CAPCOM CO., LTD",112,PC,单人,是,517
Urtuk: The Desolation,"角色扮演,独立,策略,抢先体验,回合制战术,回合战略,回合制战斗,开放世界,永久死亡,战术,奇幻,回合制,程序生成,困难,单人,重玩价值,类Rogue",David Kaleta,David Kaleta,70,PC,单人,否,517
逆转录病毒,"动作,独立,六自由度,射击,科幻,第一人称射击,虚拟现实,第一人称视角",Cadenza Interactive,Cadenza Interactive,37,PC,单人,否,517
Disastr_Blastr,"独立,动作,极简主义,像素图形,射击,双摇杆射击,抽象,街机",Dog Theory,Dog Theory,11,PC,单人,否,517
闲置艺术家,"免费,轻游戏,懒人游戏,独立",YDKR,YDKR,免费开玩,PC,单人,否,516
死亡终局 轮回试炼,"动漫,角色扮演,日系角色扮演,冒险,动作,色情内容,血腥,裸露,暴力,视觉小说,回合制,单人,恐怖,女性主角,心理恐怖,好评原声音轨","Idea Factory,Compile Heart",Idea Factory International,116,PC,单人,否,516
甜蜜高中生活,"色情内容,裸露,视觉小说,独立,冒险,休闲,动漫,LGBTQ+,剧情,可爱,少女游戏,女性主角",NewWestGames,NewWestGames,36,PC,单人,否,516
星际之狼3：内战,"角色扮演,策略,太空,科幻,战术,大师级",Elite Games Team,1C Entertainment,21,PC,单人,否,516
丰收之年,"动作,独立,垂直卷轴射击,快节奏,轻度 Rogue,像素图形,类Rogue",Nooner Bear Studio,Nooner Bear Studio,15,PC,单人,否,515
Strategy & Tactics: Wargame Collection,"策略,战争,历史,战术,二战,大战略,架空,回合战略,重玩价值,独立,回合制,战争游戏",HeroCraft,HeroCraft,36,PC,单人,否,515
Anarchy Arcade,"免费,沙盒,独立,多人,模拟,休闲,抢先体验,街机,虚拟现实,欢乐,冒险,单人,合作,动作,开放世界,3D视觉,第一人称视角,建造,喜剧,生存",Elijah Newman-Gomez,Elijah Newman-Gomez,免费,PC,多人,否,515
Fibbage XL,"策略,休闲,独立,本地多人,益智问答","Jackbox Games, Inc.","Jackbox Games, Inc.",36,PC,本地多人,否,514
野兽越野摩托车2,"摩托车越野,摩托车,多人,体育,竞速,模拟",Milestone S.r.l.,Milestone S.r.l.,116,PC,多人,否,513
机械风暴,"动作类 Rogue,类Rogue,动作,独立,双摇杆射击,合作,多人,本地合作,平台游戏,单人,射击,二维,女性主角,街机,轻度 Rogue,横向滚屏,清版射击,快节奏,角色扮演,抢先体验",Black Forest Games,"HandyGames,Black Forest Games",35,PC,合作,是,513
孢子：美美丑丑扩展包,"模拟,冒险,开放世界,单人,欢乐,创世神,沙盒,策略,可爱,外星人,角色定制,科幻,太空,多人,动作,角色扮演,阖家",Maxis™,Electronic Arts,99,PC,单人,否,512
仙剑奇侠传五 前传,"角色扮演,剧情丰富,回合制","Softstar Technology (Beijing) Co.,Ltd","Beijing New Era Network Technology Co., Ltd.",30,PC,单人,是,512
胜利大逃亡,"动作,独立,休闲,清版射击,街机,科幻,生存,欢乐,氛围,射击,策略",XiNFiNiTY Games,OtakuMaker SARL,18,PC,单人,否,512
生化机械战,"动作,独立,动漫,怀旧,科幻,清版射击,二维,战术,垂直卷轴射击,纵轴,黑暗,射击,单人,街机",Bit Juggler,Bit Juggler,11,PC,单人,否,511
N++,"精确平台,平台游戏,2D 平台,动作,困难,二维,好评原声音轨,关卡编辑,极简主义,本地合作,独立,忍者,单人,本地多人,平台解谜,快节奏,彩色,4人本地,多人,街机",Metanet Software Inc.,Metanet Software Inc.,48,PC,本地合作,是,511
死硬地牢,"动作类 Rogue,独立,动作,类Rogue,角色扮演,冒险,轻度 Rogue,怀旧,像素图形,迷宫探索,困难,单人,纵轴,程序生成,二维",Tricktale,Tricktale,11,PC,单人,否,511
Waltz of the Wizard,"虚拟现实,冒险,模拟,独立,免费,魔法,恐怖,单人",Aldin Dynamics,Aldin Dynamics,免费,PC,单人,否,511
图灵测试,"解谜,第一人称视角,科幻,太空,女性主角,冒险,单人,氛围,剧情丰富,好评原声音轨,短片,人工智能,哲理,心理恐怖,机器人,独立",Bulkhead Interactive,Square Enix,5,PC,单人,否,511
露露亚的工作室：亚兰德的炼金术士4,"角色扮演,动漫,日系角色扮演,女性主角,可爱,制作,单人,好评原声音轨,奇幻,回合制,冒险","KOEI TECMO GAMES CO., LTD.","KOEI TECMO GAMES CO., LTD.",349,PC,单人,是,511
Pixel Puzzles Mosaics,"休闲,独立,策略,模拟,体育,解谜",DL Softworks,The Digital Puzzle Company,22,PC,单人,否,510
艾尔西的秘密,"独立,动作,RPG制作大师,黑暗,生存恐怖,心理恐怖,故事架构丰富","Cole Neumann,Albin Bernhardsson",Cole Neumann,免费游玩,PC,单人,否,509
杀手2：沉默刺客,"潜行,动作,第三人称视角,单人,暗杀,经典,射击,沙盒,好评原声音轨,复古,困难,第一人称射击,冒险,大师级,血腥,第一人称视角,犯罪,氛围,战术,剧情丰富",Io-Interactive A/S,Io-Interactive A/S,39,PC,单人,否,509
星球大战：前线,"动作,星球大战,经典,第一人称射击,多人,科幻,第三人称射击,单人,射击,太空,第一人称视角,好评原声音轨,大师级,第三人称视角,合作",Pandemic Studios,"Lucasfilm,LucasArts,Disney",37,PC,多人,否,509
Skara：刀锋遗迹,"免费,动作,多人,格斗,角色扮演,抢先体验,独立,玩家对战,中世纪,故事架构丰富,多人在线战术竞技",Atomic Kraken,Atomic Kraken,,PC,多人,否,508
突破行动,"策略,战术,回合战略,模拟,动作,回合制,单人,角色扮演,军事,射击,等角,独立,回合制战术,多人,纵轴,即时战略","Mighty Rabbit Studios,Gun.","Good Shepherd Entertainment,Devolver Digital",48,PC,单人,否,508
斩妖,"动作,动作类 Rogue,独立,冒险,轻度 Rogue,抢先体验,暴力,血腥,女性主角,动漫,纵轴",GlassesCatGames,"GlassesCatGames,indienova",37,PC,单人,是,508
枪的世界,"动作,独立,第一人称射击,建造,多人,体素,沙盒,射击,合作",Exato Games Studio,Reverb Triple XP,48,PC,多人,否,507
疯狂之月,"冒险,恐怖,洛夫克拉夫特式,科幻,第一人称视角,太空,生存,心理恐怖,火星,单人,解谜,科学,探索,氛围,独立,惊悚,心理,悬疑,架空,好评原声音轨",Rock Pocket Games,Funcom,79,PC,单人,是,507
Soccer Manager 2018,"体育,足球,管理,模拟,足球/美式足球,单人,免费",Soccer Manager Ltd,Soccer Manager Ltd,,PC,单人,否,507
Castle Clicker,"免费,轻游戏,独立,休闲,模拟,策略,建造,二维,城市营造,即时,拟真",Autotelic Games LLC,Autotelic Games LLC,免费开玩,PC,单人,否,507
女武神驱动：比丘尼,"动漫,色情内容,裸露,动作,女性主角,砍杀,清版动作,可爱,多人,角色扮演","Meteorise,HONEY∞PARADE GAMES",Marvelous,88,PC,多人,否,506
Super Chain Crusher Horizon,"清版射击,街机,二维,动作,独立","Mindware Co.,Ltd.","Mindware Co.,Ltd.",50,PC,单人,否,506
Destination Sol,"免费,角色扮演,动作,独立,太空,开放世界,二维,街机,程序生成,重玩价值,困难,单人,类Rogue,多人,像素图形,科幻,生存,沙盒,建造",MovingBlocks,MovingBlocks,Free to Play,PC,单人,否,506
Nightork Adventures - Beyond the Moons of Shadalee,"独立,动作,模拟",Warptear Entertainment,Warptear Entertainment,免费游玩,PC,单人,否,505
My Free Zoo,"免费,休闲,模拟,建造,管理,多人,恐龙,可爱,阖家,放松,单人,合作,城市营造,轻游戏,等角,彩色,二维,策略,欢乐,冒险",upjers,upjers,免费开玩,PC,多人,否,505
Golfing Over It with Alva Majo,"独立,动作,心理恐怖,困难,物理,单人,平台游戏,休闲",Majorariatto,Majorariatto,22,PC,单人,是,505
太空漂流者 2D,"独立,二维,太空",Matthew Coyle,Matthew Coyle,6,PC,单人,否,505
Metal Reaper Online,"免费,大型多人在线,动作,多人,末日,大型多人在线角色扮演,僵尸,角色扮演,开放世界",N2Games,"Sesisoft,JC Planet",,PC,大型多人在线,否,505
黑暗献祭,"像素图形,动作,类魂系列,角色扮演,女性主角,独立,冒险,动作类 Rogue,Rogue 恶魔城,二维,类银河战士恶魔城,暴力,血腥,轻度 Rogue,黑暗奇幻,困难,休闲,横向滚屏,单人,类Rogue",Hibernian Workshop,"The Arcade Crew,Maple Whispering Limited",70,PC,单人,是,504
虚幻竞技场2004 ,"第一人称射击,竞技场射击,动作,经典,多人,快节奏,科幻,竞技,第一人称视角,射击,可模组化,好评原声音轨,大师级,单人,电竞,氛围,血腥,Epic,合作,冒险","Epic Games, Inc.","Epic Games, Inc.",48,PC,多人,否,504
猴岛的秘密：特别版,"指向 &amp; 点击,冒险,喜剧,经典,重制,大师级,海盗,欢乐,单人,解谜,二维,90 年代,好评原声音轨,剧情丰富,怀旧,非主流经典,像素图形",LucasArts,"LucasArts,Lucasfilm,Disney",37,PC,单人,否,504
妖精传说：三英雄,"动作,独立,冒险,第三人称视角,角色扮演,奇幻,好评原声音轨,开放世界,单人,欢乐,阖家,街机,射击,清版射击,喜剧,探索,剧情丰富,困难,动作角色扮演,动漫",Cats Who Play,Cats Who Play,18,PC,单人,否,504
暗之领主纪元第一章：命运沉浮,"独立,角色扮演,好评原声音轨,RPG制作大师,日系角色扮演,二维,回合制,黑暗奇幻,奇幻,黑暗,恶人主角,回合制战斗,剧集,怀旧,黑色幽默,团队角色扮演",Kisareth Studios,Kisareth Studios,,PC,单人,否,503
侠客风云传前传,"角色扮演,策略,冒险,武术,动漫",Heluo Studio,FHYX（凤凰游戏）,80,PC,单人,是,503
三重小镇,"休闲,策略,解谜,三消,独立,可爱,单人,欲罢不能",Spry Fox LLC,Spry Fox LLC,36,PC,单人,否,503
Campfire: One of Us Is the Killer,"独立,休闲,生存,多人,心理",Abstractive Works,Abstractive Works,15,PC,多人,否,503
Dragon Blood,"免费,大型多人在线,角色扮演,动作,冒险,交易卡牌,回合制",TeamTop Games,101XP,免费开玩,PC,大型多人在线,否,503
军火商,"模拟,管理,策略,休闲,独立,动作,抢先体验,资源管理,建造,沙盒,单人,氛围,物理,好评原声音轨",Seacorp Technologies,Seacorp Technologies ,70,PC,单人,是,502
VR Kanojo,"色情内容,裸露,成人,虚拟现实,动漫,恋爱模拟,冒险,第一人称视角,拟真,单人,模拟,Hentai,工作场所不宜,可爱,剧情丰富,射击",ILLUSION,ILLUSION,278,PC,单人,是,502
细胞分裂3：混沌理论,"潜行,动作,第三人称视角,大师级,经典,合作,好评原声音轨,氛围,单人,战术,多人,剧情丰富,射击,第三人称射击,冒险,控制器,策略",Ubisoft Montreal,Ubisoft,42,PC,合作,否,501
Sticker Craft,"休闲,独立",One More Game,One More Game,6,PC,单人,否,501
东方天空璋,"弹幕射击,好评原声音轨,困难,清版射击,女性主角,独立,单人,信仰,可爱,街机,二维,奇幻,故事架构丰富,剧情丰富,非主流经典,动漫,动作,休闲,阖家,射击",上海アリス幻樂団,"Mediascape Co., Ltd.",50,PC,单人,否,501
淹没,"探索,冒险,女性主角,开放世界,末日,独立,放松,氛围,悬疑,跑酷,彩色,阖家,单人,第三人称视角,步行模拟,自然,唯美,休闲,好评原声音轨,生存",Uppercut Games Pty Ltd,Uppercut Games Pty Ltd,68,PC,单人,是,501
鬼泣4,"动作,砍杀,角色动作,冒险,好评原声音轨,风格化,唯美格斗,单人,第三人称视角,清版动作,大师级,困难,控制器,恶魔,奇幻,氛围,角色扮演,剧情丰富",Capcom,Capcom,127,PC,单人,否,501
黄金守卫军,"免费,抢先体验,多人在线战术竞技,角色扮演,动作,大型多人在线,策略,多人",Forbes Consult Ltd,ELYLAND  INVESTMENT COMPANY Ltd,,PC,多人在线战术竞技,否,501
流血边界,"动作,独立,恐怖",Curse Box Studios,Curse Box Studios,21,PC,单人,否,500
黑暗迷失：舰船魅影,"冒险,休闲,隐藏物体,悬疑,指向 &amp; 点击,解谜,女性主角,恐怖,单人,二维,奇幻,氛围,剧情丰富,独立,好评原声音轨,阖家",Moonrise Interactive,Artifex Mundi,36,PC,单人,是,500
天堂之间,"休闲,模拟,时间管理,三消","Jetdogs Studios,CorePunch Gamestudio",Jetdogs Studios,15,PC,单人,否,500
Control Craft 2,"动作,策略,独立,休闲,单人,塔防,战争,街机,二维,科幻,怀旧,生存,氛围,风格化,战争游戏,即时战略,经典,动作角色扮演,欢乐,奇幻",Badim,Badim,15,PC,单人,是,500
Welcome to the Game II,"恐怖,黑客,策略,心理恐怖,暴力,独立,色情内容,裸露,模拟,单人,困难,第一人称视角,生存恐怖,黑暗,解谜,氛围,网红,欢乐,类Rogue,血腥",Reflect Studios,Reflect Studios,63,PC,单人,否,500
Blitz Breaker,"独立,动作,平台游戏,困难,像素图形,好评原声音轨,二维",Boncho Games,Boncho Games,15,PC,单人,否,500
流浪,"轻度 Rogue,动作类 Rogue,像素图形,角色扮演,Rogue 恶魔城,独立,类Rogue,冒险,平台游戏,动作,二维,程序生成,在线合作,困难,永久死亡,本地合作,4人本地,多人,合作,类银河战士恶魔城",Nuke Nine,Nuke Nine,48,PC,在线合作,否,499
战锤40K：弑君者,"战锤40K,策略,棋类,血腥,回合战略,独立,回合制战术,多人,战术,科幻,异步多人,游戏工坊,单人,回合制,竞技,桌游,好评原声音轨,抢先体验,动作,第三人称视角",Hammerfall Publishing,Hammerfall Publishing,37,PC,多人,否,499
True Lover's Knot,"视觉小说,动漫,好评原声音轨,剧情丰富,三消,休闲,彩色,独立,欢乐,模拟,女性主角,解谜,少女游戏",Sapphire Dragon Productions,Sapphire Dragon Productions,28,PC,单人,否,499
秋叶原之旅2,"动漫,裸露,日系角色扮演,动作,角色扮演,开放世界,冒险,成人,单人,可爱,吸血鬼,清版动作,休闲,恋爱模拟,喜剧,色情内容,视觉小说,欢乐,女性主角,好评原声音轨",ACQUIRE Corp.,"XSEED Games,Marvelous USA, Inc.",70,PC,单人,否,499
奥兰城的刺客,"角色扮演,冒险,独立,自选历险体验",Tin Man Games,Tin Man Games,21,PC,单人,否,499
守护之灵,"独立,超现实,解谜,氛围,单人,悬疑,冒险,平台解谜,恐怖,极简主义,黑暗",Encryptique,Encryptique,15,PC,单人,否,499
超级包装箱,"免费,独立,平台游戏,动作,像素图形,二维,射击,街机,多人,单人,困难,怀旧,欲罢不能,游戏制作,控制器,快节奏,合作,好评原声音轨,阖家,类Rogue",Vlambeer,Vlambeer,Free to Play,PC,多人,否,499
越野摩托3：官方越野赛,"竞速,体育,模拟,摩托车越野,摩托车,越野,单车",Milestone S.r.l.,Milestone S.r.l.,90,PC,单人,否,498
变形战机：编年史救世主,"清版射击,街机,动作,好评原声音轨,横向滚屏,4人本地,弹幕射击,本地合作,太空,单人,射击,二维,合作,困难",Pyramid,"Degica,Chara-Ani,TAITO CORP.",133,PC,本地合作,否,498
超女神信仰诺瓦露：激神黑心,"动漫,角色扮演,策略,日系角色扮演,女性主角,可爱,单人,策略角色扮演,裸露,网红,视觉小说,回合制战术,回合制,色情内容,战术角色扮演","Idea Factory,Compile Heart,Sting",Idea Factory International,50,PC,单人,否,498
坏毛虫,"休闲,独立,动作,清版射击,怀旧,街机",Fun Infused Games,Fun Infused Games,11,PC,单人,否,498
热带美酒,"色情内容,裸露,休闲,动漫,独立,解谜,恋爱模拟,视觉小说",Tentacle Games,Sekai Project,37,PC,单人,否,498
工匠噩梦,"独立,动作,休闲,冒险",WTFOMGames,WTFOMGames,18,PC,单人,否,498
ONE PUNCH MAN: A HERO NOBODY KNOWS,"动作,动漫,格斗,街机,角色定制,休闲",Spike Chunsoft Co. Ltd.,BANDAI NAMCO Entertainment,268,PC,单人,是,498
Fuse,"动画制作和建模,角色定制,设计与插画,裸露,游戏开发,实用工具,免费,软件,视频制作,模拟,恐怖,多人",Mixamo,Mixamo,免费,PC,多人,否,497
圣战群英传3：重生,"角色扮演,策略,回合战略,回合制,奇幻,黑暗奇幻,单人,哥特,多人,大师级,氛围",Akella,Kalypso Media Digital,48,PC,单人,否,497
潜伏地下,"角色扮演,独立,动作,生存,像素图形,寻宝,沙盒,二维,制作,迷宫探索,单人,动作角色扮演,平台游戏,抢先体验",Graybeard Games,Graybeard Games,70,PC,单人,否,497
MachineCraft,"免费,建造,沙盒,多人,模拟,抢先体验,独立,机器人,机甲世界,动作,开放世界",G2CREW,G2CREW,免费游玩,PC,多人,否,497
"7 Grand Steps, Step 1: What Ancients Begat","独立,策略,桌游,休闲,模拟,单人,历史,回合制",Mousechief,Mousechief,68,PC,单人,否,496
异形之怒,"动作,射击,第一人称射击,第一人称视角,科幻,单人,外星人,多人,困难",CI Games,CI Games,68,PC,单人,是,496
蛇道,"3D 平台,独立,冒险,平台解谜,休闲,可爱,平台游戏,好评原声音轨,困难,物理,阖家,单人,解谜,彩色,探索,模拟,动作,收集马拉松,氛围,欢乐",Sumo Digital,Curve Digital,68,PC,单人,否,495
侵蚀,"抢先体验,独立,动作,多人在线战术竞技,多人,重玩价值,机器人,纵轴,未来",Encircle Games,Encircle Games,,PC,多人在线战术竞技,否,495
蛇道,"3D 平台,独立,冒险,平台解谜,休闲,可爱,平台游戏,好评原声音轨,困难,物理,阖家,单人,解谜,彩色,探索,模拟,动作,收集马拉松,氛围,欢乐",Sumo Digital,Curve Digital,68,PC,单人,否,495
吉娜姐妹：扭曲梦境,"平台游戏,独立,动作,女性主角,好评原声音轨,单人,困难,奇幻,Kickstarter,伪3D,二维,横向滚屏,街机,控制器,冒险,多人,本地多人,本地合作",Black Forest Games,"HandyGames,Black Forest Games",24,PC,单人,否,494
一个混蛋的故事,"独立,冒险,动作,困难,像素图形,单人",No Pest Productions,No Pest Productions,A Bastard's Tale Demo,PC,单人,否,494
彭尼街道冒险：暗黑雨崖3,"日系角色扮演,角色扮演,独立,洛夫克拉夫特式,欢乐,喜剧,单人,像素图形,回合制,悬疑,推理,怀旧,回合制战斗",Zeboyd Games,"Penny Arcade, Inc.",11,PC,单人,否,494
暴民：欧米伽,"动作类 Rogue,动作,独立,策略,像素图形,神话,轻度 Rogue,单人,好评原声音轨,类Rogue",Coffee Powered Machine,Devolver Digital,42,PC,单人,是,493
冷静：狼人传说,"策略,塔防,狼人,动作,独立,角色扮演,冒险,好评原声音轨,氛围,单人,第三人称视角,免费,大师级",Artifice Studio,Artifice Studio,免费,PC,单人,否,493
 中国象棋,"抢先体验,模拟,独立,策略,桌上游戏,棋类",Wang Wenxi,Wang Wenxi,36,PC,单人,是,493
Oik 2,"独立,休闲,解谜,单人,二维,放松,极简主义,短片,物理,阖家",Crew Lab,Crew Lab,6,PC,单人,是,493
Coloring Game 2,"免费,休闲,独立,像素图形,设计与插画,好评原声音轨,彩色,放松,单人,二维",L. Stotch,L. Stotch,免费开玩,PC,单人,是,493
钢铁雄心：黑暗时刻,"策略,大战略,二战,历史,一战,模拟,战争游戏,军事,即时战略,冷战,大师级,战争,可模组化,多人,沙盒",Martin Ivanov,Paradox Interactive,36,PC,多人,否,492
The Repopulation,"大型多人在线,角色扮演,沙盒,独立,科幻,制作,大型多人在线角色扮演,开放世界,抢先体验,多人,玩家对战,开放世界生存制作,PvE,生存",IF Studios,IF Studios,68,PC,大型多人在线,否,492
空中海盗,"独立,动作,免费,策略,角色扮演,多人,团队导向,第一人称视角,合作",LudoCraft Ltd.,LudoCraft Ltd.,,PC,多人,否,492
浩瀚深处：欧米加版,"冒险,独立,太空,科幻,策略,类Rogue,角色扮演,资源管理,探索,氛围,单人,好评原声音轨,轻度 Rogue,生存,二维,触控,困难,大师级","Mi-Clos Studio,FibreTigre","Mi-Clos Studio,WhisperGames,Fractale",48,PC,单人,是,491
对战小队,"动作,独立,合作,生存,僵尸,垂直卷轴射击,塔防,双摇杆射击,多人,血腥,在线合作,纵轴,策略,暴力,基地建设,射击,步行模拟,开放世界,末日",DiezelPower,DiezelPower,31,PC,合作,是,491
No Time To Live,"独立,冒险,休闲,模拟,单人,喜剧,短片,仅鼠标",Snail-Ninja Studio,Snail-Ninja Studio,11,PC,单人,否,491
Trophy Fishing 2,"免费,钓鱼,模拟,体育,多人,休闲",Overgroup,Overgroup,免费开玩,PC,多人,否,490
没时间解释了！重置版,"独立,动作,冒险,休闲,平台游戏,喜剧,欢乐,二维,困难,时空旅行,多人,好评原声音轨,重制,单人,本地合作,本地多人,网红,血腥",tinyBuild,tinyBuild,48,PC,多人,否,490
鲁弗兰的地下迷宫与魔女之旅团,"角色扮演,策略,迷宫探索,动漫,日系角色扮演,色情内容,裸露,网格导向动作,回合制,好评原声音轨,视觉小说","Nippon Ichi Software, Inc.","NIS America, Inc.",138,PC,单人,否,490
劳拉与光之守护者,"动作,冒险,合作,劳拉·克劳馥,本地合作,女性主角,解谜,平台游戏,在线合作,平台解谜,单人,多人,等角,双摇杆射击,第三人称视角,本地多人,探索,街机,控制器,困难",Crystal Dynamics,Square Enix,12,PC,合作,否,490
VR Regatta - The Sailing Game,"体育,模拟,竞速,虚拟现实,帆船,独立,海盗,第一人称视角,多人,海军,物理,探索,放松,单人,重玩价值,阖家",MarineVerse,MarineVerse,90,PC,多人,否,489
