游戏名,类型,开发商,发行商,价格,平台,性质,是否支持中文,历史在线峰值
Choice of Broadsides,"冒险,独立,角色扮演,选择取向,自选历险体验,文字为基础",Choice of Games,Choice of Games,22,PC,单人,否,4
Marble Run,"独立,沙盒",PS Games,PS Games,32,PC,单人,否,4
Mosaic: Game of Gods II,"休闲,解谜",New Bridge Games,New Bridge Games,18,PC,单人,否,4
Naughty Or Nice,"休闲,虚拟现实",VR Junkies,VR Junkies,免费开玩,PC,单人,否,4
Hidden Object - Sweet Home,"休闲,独立,模拟,冒险,隐藏物体",Fabio Cunha,Fabio Cunha,11,PC,单人,否,4
Retro Snake,"休闲,独立,怀旧","Flying potato bread,Wixl",Garage Games,11,PC,单人,否,4
Giga Girl,"动作,独立,平台游戏,女性主角,怀旧","Outgunned Games,Invisible tile",Outgunned Games,15,PC,单人,否,4
One Dark Night,"免费,独立,模拟,虚拟现实,心理恐怖,政治性,第一人称射击",Emblematic Group,Emblematic Group,,PC,单人,否,4
Shp Space,"动作,冒险,独立,休闲","The Idea Software,Fürst",The Idea Software,6,PC,单人,否,4
Vaccine,"暴力,动作,生存恐怖",RNC,RNC,36,PC,单人,否,4
荒漠求生,"动作,冒险,角色扮演,独立",许志修,许志修,6,PC,单人,是,4
Caveman Alive,"冒险,独立,休闲,模拟",Vyacheslav Shilikhin,Vyacheslav Shilikhin,11,PC,单人,否,4
Doctor Kvorak's Obliteration Game,"独立,冒险,解谜,平台解谜,虚拟现实",Freekstorm,Freekstorm,68,PC,单人,否,4
Ricky Raccoon,"休闲,三消,解谜",Makivision Games,familyplay,35,PC,单人,否,4
Space Way,"独立,休闲",RewindApp,RewindApp,6,PC,单人,否,4
Kinese,"独立,休闲,模拟,虚拟现实",Six Sided Square,Six Sided Square,免费,PC,单人,否,4
Gunball,"休闲,独立,体育,虚拟现实",REDspace,REDspace,32,PC,单人,否,4
World Apart,"冒险,独立,动作,角色扮演,暴力,抢先体验,虚拟现实",Eutopia Studios,Eutopia Studios,18,PC,单人,否,4
VR GAME-Brick of War,"策略,动作,冒险,独立,休闲,虚拟现实",ZBO,ZBO,19,PC,单人,否,4
Bridge Trek,"模拟,独立,虚拟现实",Another Planet,Another Planet,免费,PC,单人,否,4
Chess Arena-象棋竞技场,"策略,动作,独立",HideChara,HideChara,15,PC,单人,是,4
Chamber of Darkness,"独立,冒险,平台游戏,二维,氛围,单人,黑暗,暴力,中世纪,像素图形,剧情丰富,好评原声音轨,玩家对战,合作,困难",The Crow Studios,GrabTheGames,13,PC,单人,否,4
Absinth,"独立,动作,抢先体验,冒险,暴力,解谜,恐怖,血腥,心理恐怖,单人,第一人称视角,悬疑,探索,黑暗,试验性,拟真,剧情丰富,外星人,科幻",blackHound Studios GbR,blackHound Studios GbR,22,PC,单人,否,4
Ultimate Rock Crawler,"体育,独立,模拟,竞速",khos85,khos85,6,PC,单人,否,4
Awakening,"实用工具,动画制作和建模,设计与插画",AwingSoft,AwingSoft,免费,PC,其他,否,4
Ballz: Farm,"休闲,动作,独立,街机,极简主义,单人,可爱",UNIOCS,UNIOCS,6,PC,单人,是,4
Cars with Guns: It's About Time,"动作,竞速,独立,抢先体验",Null Reference Games LLC,Null Reference Games LLC,6,PC,单人,否,4
Shop-n-Spree: Shopping Paradise,"休闲,模拟",ViquaSoft,Big Fish Games,28,PC,单人,否,4
Quiver Dick's Terrible Tale For Terrible Parents To Read To Their Equally Terrible Children,"冒险,独立,色情内容,喜剧,欢乐,网红,黑色喜剧,视觉小说,剧情丰富,二维,黑色幽默,角色扮演,单人,像素图形,休闲,模拟,氛围,恐怖,心理恐怖,选择取向",Crankage Games,Crankage Games,6,PC,单人,否,4
Football Director 2019,"模拟,独立,休闲,体育","Sports Director Ltd,Alternative Software Ltd",Alternative Software Ltd,18,PC,单人,否,4
Lumberjack VR,"动作,独立,虚拟现实",Erik Brunnstr??m,Erik Brunstr??m,6,PC,单人,否,4
Tobuscus Adventures: Wizards,"动作,冒险,抢先体验,角色扮演",Game Mechanic Studios,Tobuscus Game Studios,41,PC,单人,否,4
Beyond Enemy Lines,"动作,独立,战争,战术,冷战,困难,战争游戏,第一人称射击",Polygon Art,Polygon Art,65,PC,单人,否,4
Chopper: Attack helicopters,"模拟,动作,独立,休闲",gtscom,gtscom,,PC,单人,否,4
Slumlord Simulator,"独立,模拟,策略",Slumlord Industries,Slumlord Industries,18,PC,单人,否,4
CameraBag Pro,"设计与插画,视频制作,照片编辑",Nevercenter,Nevercenter,116,PC,其他,否,4
The Quarter Game,"独立,动作,冒险,动漫","LAME Dimension,Flying Pudding Studios",LAME Dimension,6,PC,单人,否,4
OnsenVR,"休闲,裸露,动作,血腥,暴力,虚拟现实",qUATERNIon,qUATERNIon,26,PC,单人,否,4
Grim Facade: Hidden Sins Collector's Edition,"冒险,休闲,隐藏物体",ERS G Studios,Big Fish Games,37,PC,单人,否,4
Fruit Attacks VR,"动作,独立,休闲,虚拟现实",Nanali Studios,Nanali Studios,50,PC,单人,是,4
Placement,"独立,休闲,棋类,解谜",Albin Bernhardsson,Albin Bernhardsson,11,PC,单人,否,4
High Speed Trains,"模拟,火车,单人,开放世界,冒险,物理,竞速",Simulators Live,Simulators Live,138,PC,单人,是,4
Jellyfish,"动作,休闲,冒险,角色扮演,独立,模拟,氛围,放松,程序生成,唯美,试验性,自然",PanGuoJun,PanGuoJun,6,PC,单人,是,4
Timension,"抢先体验,策略,冒险",Team Full Sail,Team Full Sail,免费,PC,单人,否,4
Forest Guardian,"冒险,休闲,独立,模拟,平台游戏,魔法",Vyacheslav Shilikhin,OnBlind,22,PC,单人,否,4
Revoke,"暴力,动作,冒险,独立,抢先体验,虚拟现实",NEUN Games,NEUN Games,88,PC,单人,是,4
Poker Show VR,"色情内容,休闲,独立,虚拟现实",Kogei,Kogei,12,PC,单人,是,4
Jake's Love Story,"独立,休闲,模拟,冒险,视觉小说,动漫,恋爱模拟,爱情,可爱,单人,阖家,喜剧,欢乐,好评原声音轨,彩色,短片,二维,重玩价值,第一人称视角,网红",Miko??aj Spycha??,Miko??aj Spycha??,22,PC,单人,是,4
Forest Warrior,"抢先体验,动作,独立,冒险",Inferno Studio,Inferno Studio,18,PC,单人,否,4
Trapped With the Dolls VR,"免费,独立,冒险,虚拟现实,恐怖",Designated Play Space,Designated Play Space,免费,PC,单人,否,4
Slam,"独立,休闲,策略,解谜",Aera Studios,Aera Studios,18,PC,单人,否,4
INTERSTELLAR ROGUE,"动作,角色扮演,动作类 Rogue,轻度 Rogue,太空,科幻,永久死亡,好评原声音轨,像素图形,程序生成",KINGSGUARD GAMES,KINGSGUARD GAMES,37,PC,单人,否,4
Spacecats with Lasers : The Outerspace,"动作,独立,休闲","Bitten Toast Games Inc.,Guilherme Cunha,Thiago Adamo,Daniel Snd",Bitten Toast Games Inc.,15,PC,单人,否,4
Top Burger,"休闲,独立,模拟,冒险,欢乐,阖家,风格化,彩色,可爱,复古,时间管理,管理,好评原声音轨,策略,体育,大师级",Horse Games,Horse Games,11,PC,单人,否,4
Cliffstone Manor,"冒险,模拟,虚拟现实",Sprocket Crash Games,Sprocket Crash Games,32,PC,单人,否,4
Tiny Dangerous Dungeons,"独立,冒险,动作,平台游戏,像素图形,怀旧,类银河战士恶魔城,二维,单人,横向滚屏,限时,复古,动作冒险,阖家,探索",Adventure Islands,Adventure Islands,22,PC,单人,否,4
Legends of the Universe - Cosmic Bounty,"动作,独立,类银河战士恶魔城,平台游戏,探索,二维,单人",LunarCore Games,LunarCore Games,11,PC,单人,否,4
Ragtag,"独立,策略,动作,物理,末日,科幻,太空,彩色,记叙,剧情丰富",Windybeard,Windybeard,37,PC,单人,否,4
Queen's Tales: The Beast and the Nightingale Collector's Edition,"冒险,休闲,隐藏物体",ERS G Studios,Big Fish Games,36,PC,单人,否,4
Grotesque Beauty,"独立,模拟,血腥,暴力,裸露,恐怖,自选历险体验,互动小说,黑暗,女性主角,记叙,哥特,氛围,心理恐怖,剧情丰富,免费",Digital Bento,Digital Bento,26,PC,单人,否,4
The Lost Legends of Redwall: Escape the Gloomer,"冒险,独立,文字为基础,互动小说,小说改编,剧情丰富,故事架构丰富,单人,地底,怀旧","Soma Games,Clopas LLC",Code-Monkeys,28,PC,单人,否,4
Journey of Haha,"独立,休闲,冒险,女性主角,解谜,怀旧,单人,阖家",SpaceThing Games,SpaceThing Games,15,PC,单人,否,4
Web of Deceit: Black Widow Collector's Edition,"休闲,冒险,隐藏物体",Blam! Games,Big Fish Games,36,PC,单人,否,4
Goblin Harvest - The Mighty Quest,"独立,策略,冒险,角色扮演",Ian Williams,Subjunctive Software,36,PC,单人,否,4
3Gun Nation VR,"模拟,独立,体育,竞速,虚拟现实",Team Bravo Limited,Team Bravo Limited,18,PC,单人,是,4
Mushroom Quest,"休闲,独立,解谜,像素图形,单人,推箱子,阖家,可爱,单线剧情,氛围,二维,极简主义,放松,探索,冒险,重制",Flying Islands Team,Flying Islands Team,15,PC,单人,是,4
PARKAN: THE IMPERIAL CHRONICLES,"冒险,角色扮演,模拟,策略",GameXP.com,GameXP.com,15,PC,单人,否,4
Emergency Water Landing,"休闲,动作,独立",Burnt Bag Studios,Burnt Bag Studios,18,PC,其他,否,4
Chaos Starter,"休闲,模拟,动作,独立,冒险,喜剧,快节奏,放松,第三人称视角,重玩价值,街机,物理,欢乐,氛围,单人,格斗",Kiddy,Kiddy,6,PC,单人,否,4
Pixel Art Monster - Color by Number,"休闲,独立,动作,冒险,角色扮演,模拟,体育,策略,像素图形,极简主义,困难,单人,仅鼠标,解谜,二维,氛围",Pixel Art Monster - Color by Number,Pixel Art Monster - Color by Number,100,PC,单人,否,4
Pixel Puzzles 2: Paintings,"休闲,独立,模拟,策略,体育,解谜,免费",DL Softworks,The Digital Puzzle Company,22,PC,单人,否,4
1942: The Pacific Air War,"模拟,策略,二战,飞行","MicroProse Software, Inc","Retroism,Nightdive Studios",28,PC,单人,否,4
Awakening: The Goblin Kingdom Collector's Edition,"冒险,休闲,隐藏物体",Boomzap Entertainment,Big Fish Games,37,PC,单人,否,4
Sole,"冒险,独立,氛围,抽象,超现实,唯美,风格化,好评原声音轨,放松,探索,大师级",Gossamer Games,Gossamer Games,50,PC,单人,否,4
Shout Of Survival,"独立,休闲,策略,冒险,多人,恐怖,生存恐怖,团队导向,生存",Hako Games,Hako Games,22,PC,多人,否,4
Kimmy,"独立,女性主角,视觉小说",Star Maid Games,N/A,36,PC,单人,否,4
Twickles,"休闲,独立,模拟,解谜,物理",Neox Studios,Assemble Entertainment,28,PC,单人,是,4
Dismantle: Construct Carnage,"3D 格斗,动作,独立,格斗,欢乐,4人本地,毁灭,角色定制,3D,本地合作,竞技,快节奏,本地多人,分屏",Great Helm,Great Helm,41,PC,本地合作,否,4
Hex: Origins,"独立,休闲",Pretty Bat Games,Pretty Bat Games,11,PC,单人,是,4
Kingdom of the Dragon,"动作,独立,冒险,角色扮演,探索,横向滚屏,奇幻,二维,困难,氛围,像素图形,类银河战士恶魔城",Hook Echo Software,Hook Echo Software,26,PC,单人,否,4
幻世情缘 FANTASY LOVE STORY,"冒险,角色扮演,独立,RPG制作大师",AQGames,Ningbing Games,6,PC,单人,是,4
Hyper Gods,"动作,独立,抢先体验,本地多人,清版射击,怀旧,街机,合作,竞技",Ground Control Studios,Ground Control Studios,28,PC,本地多人,否,4
Arcane Golf,"独立,休闲,解谜,像素图形,迷你高尔夫",Gold5Games,Gold5Games,22,PC,单人,否,4
BadLands RoadTrip,"动作,独立,冒险,角色扮演,多人,第一人称射击,开放世界,射击,第一人称视角,合作,物理",Obsessive Science Games,Obsessive Science Games,37,PC,多人,是,4
Lament,"动作,怀旧,平台游戏,好评原声音轨",Radcroc,Radcroc,6,PC,单人,否,4
Alphabeats: Master Edition,"独立,休闲,动作,音乐动态生成,音乐,文字游戏,拼字,解谜",Rad Dragon,Rad Dragon,31,PC,单人,否,4
21 Steps to Soul,"冒险,独立,平台游戏",Grigory Everstov,Grigory Everstov,31,PC,单人,是,4
Air Combat Arena,"动作,休闲,独立",Sky Coder,Sky Coder,6,PC,单人,是,4
KENGOHAZARD2,"动作,冒险,独立,血腥,暴力,恐怖,抢先体验,生存恐怖,第一人称射击,心理恐怖,单人,黑暗,生存,第一人称视角,无声主角,重玩价值,剧情丰富,欢乐,氛围",K App.,K App.,15,PC,单人,否,4
ReThink | Evolved 3,"独立,休闲,解谜,第一人称视角",Yaeko,Yaeko,37,PC,单人,否,4
SwordBounce,"动作,独立,平台解谜,平台游戏,街机,困难",GogglesKitty,GogglesKitty,22,PC,单人,否,4
6120,"独立,冒险,恐怖,僵尸,生存,解谜,复古,氛围,单人,血腥,暴力,鲜血,恶魔,黑暗,心理,困难,生存恐怖,心理恐怖,经典",indie_games_studio,indie_games_studio,22,PC,单人,否,4
Dr.Green,"独立,动作,怀旧,平台解谜,2D 平台,平台游戏,像素图形",Johan Aronsson,Johan Aronsson,,PC,单人,否,4
Blacklist Brigade,"动作,暴力,独立,血腥,抢先体验,垂直卷轴射击,纵轴,射击,合作,在线合作,团队导向,单人,PvE,多人,战术,困难,军事,策略,等角,拟真",Goat Forest Games,Goat Forest Games,39,PC,合作,否,4
KryptCrawler,"动作,冒险,角色扮演,第一人称视角,网格导向动作,迷宫探索,独立,怀旧,奇幻,氛围,虚拟现实",CrazyBunch,Headup Games,32,PC,单人,否,4
Kaet Must Die!,"独立,血腥,暴力,动作,冒险,僵尸,生存,恐怖,生存恐怖,风格化,解谜","Strength in Numbers Studios, Inc","Strength in Numbers Studios, Inc",50,PC,单人,否,4
Fernz Gate,"休闲,独立,冒险,角色扮演,日系角色扮演,动漫,团队角色扮演,奇幻,回合制,策略",Exe Create Inc.,KEMCO,43,PC,单人,否,4
Journey of the King,"独立,角色扮演,抢先体验,冒险,开放世界,在线合作",DigitalWorldEntertainment,DigitalWorldEntertainment,11,PC,在线合作,否,4
aMAZE Christmas,"独立,休闲,单人,解谜,快节奏,二维,放松,彩色,困难,氛围,抽象,经典,复古,怀旧,横向滚屏,短片,风格化,重玩价值,可爱,阖家",Blender Games,Blender Games,6,PC,单人,否,4
Fantasy Mosaics 21: On the Movie Set,"休闲,独立,策略",Andy Jurko,Andy Jurko,28,PC,单人,否,4
Mystery of the Ancients: Deadly Cold Collector's Edition,"休闲,冒险,隐藏物体",Mariaglorum,Big Fish Games,37,PC,单人,否,4
Super Ninja Meow Cat,"动作,独立,平台游戏",Angel D,GameAtomic,11,PC,单人,否,4
The Frontier Outskirts VR,"动作,模拟,冒险,独立,虚拟现实",Struct9,Struct9,,PC,单人,否,4
Klondike Solitaire Kings,"休闲,独立,策略,模拟,冒险,角色扮演,体育,二维,解谜,单人,仅鼠标,极简主义,悬疑,游戏相关,困难,氛围,轻游戏,光明会,黑暗奇幻,卡牌游戏",Klondike Solitaire Kings,Klondike Solitaire Kings,21,PC,单人,否,4
Cars Radiator Springs Adventures,"竞速,冒险",AWE Games,Disney,70,PC,单人,否,4
IMAZE.EXE,"休闲,独立,冒险,解谜,二维",AFBIK Studio,AFBIK Studio,6,PC,单人,是,4
RoboSports VR,"抢先体验,体育,虚拟现实",Babeltime,Babeltime,免费开玩,PC,单人,否,4
★ Fallalypse ★,"动作,冒险,独立,策略,角色扮演,抢先体验,生存,塔防,玩家对战,末日,开放世界,探索,氛围,恐怖,生存恐怖",hede,hede,28,PC,单人,是,4
Warpin: Creation (VR),"动作,冒险,独立,抢先体验,虚拟现实",Matthew Finitz,"Matthew Finitz,Rebel Phoenix Games",36,PC,单人,否,4
Dungeon Lurk II - Leona,"冒险,独立,休闲,女性主角",Keys of Nine Entertainment,Keys of Nine Entertainment,,PC,单人,是,4
Vulture,"动作,独立,清版射击,街机,垂直卷轴射击,建造",Cubic Timeline Productions Inc.,Cubic Timeline Productions Inc.,37,PC,单人,否,4
Infection Rate,"独立,动作,僵尸",AL Games,AL Games,28,PC,单人,否,4
Insanus Express,"休闲,模拟,独立,策略,欢乐,3D,单人,喜剧",Cienart Studios,Cienart Studios,37,PC,单人,否,4
Eradicator,"动作,第一人称射击,经典,第一人称视角,90 年代,怀旧,射击","Accolade, Inc","Retroism,Nightdive Studios",28,PC,单人,否,4
NightShift Legacy,隐藏物体,PlayFirst,PlayFirst,,PC,单人,否,4
Forgotten Land,"动作,冒险,独立,步行模拟",Donbass Games,Donbass Games,6,PC,单人,否,4
Agartha,"动作,独立",Shindenken,Fruitbat Factory,32,PC,单人,否,4
Special Warfare,"大型多人在线,独立,动作,冒险,休闲,血腥,暴力,僵尸,生存恐怖",battle fire studio,battle fire studio,18,PC,大型多人在线,是,4
Thick Air,"抢先体验,竞速,虚拟现实,分屏,飞行,六自由度,物理,单人,独立,模拟,好评原声音轨,末日,科幻,氛围,困难",People Gotta Play,People Gotta Play,Play Demo,PC,单人,否,4
NearEscape,"冒险,独立,抢先体验,僵尸,开放世界,末日,剧情丰富,生存",ElMaHeGames,ElMaHeGames,11,PC,单人,否,4
Causality,"独立,休闲,解谜",Loju,Loju,18,PC,单人,是,4
Bitslap,"独立,虚拟现实",Comrex AG,Comrex AG,28,PC,单人,否,4
Mine Royale - Battle Royale,"动作,冒险,策略,大逃杀",BobTheShoplifter,DHC-APPS,6,PC,单人,否,4
Sudokube,"独立,休闲,解谜",Phil Blank,Phil Blank,15,PC,单人,否,4
CrownFall,"动作,独立,射击,女性主角,垂直卷轴射击,纵轴,困难,单人,奇幻,控制器,黑暗奇幻,黑暗","EnchantedLands,Oddeyefish","EnchantedLands,PsychoFlux Entertainment",免费游玩,PC,单人,否,4
Corona Borealis,"模拟,独立,冒险,视觉小说,少女游戏,女性主角,动漫",Winter Wolves,Winter Wolves,28,PC,单人,否,4
Aim Theory - Trainer,"动作,第一人称射击,射击,体育",Aim Theory Master,Aim Theory,18,PC,单人,否,4
Solid Aether,"动作,独立,极简主义,清版射击,弹幕射击,二维,单人,抽象",FAL Works,FAL Works,28,PC,单人,否,4
Kama Bullet Heritage,"动作,冒险,独立,血腥,暴力,网红",Narko Games,Narko Games,6,PC,单人,否,4
Solitaire Mystery: Stolen Power,"休闲,冒险,独立,隐藏物体,卡牌游戏",Dikobraz Games,JoyBits Ltd.,28,PC,单人,否,4
PolyCube,"独立,休闲,策略,虚拟现实,解谜,动作,竞技",{COMPANY_NAME_GOES_HERE},{COMPANY_NAME_GOES_HERE},22,PC,单人,是,4
Tearstone,"冒险,独立,休闲,隐藏物体",Dragons Eye Studio,Impossible Mystery Games,25,PC,单人,否,4
Elven Legacy: Magic,策略,1C:InoCo,1C Entertainment,11,PC,单人,否,4
2V Hoverbike,"动作,独立,清版射击",Intertum,intertum,15,PC,单人,否,4
Room of Pandora,"冒险,休闲,独立,解谜,指向 &amp; 点击,恐怖,黑暗","SHEN JIAWEI,ZHANG FAN","SHEN JIAWEI,ZHANG FAN",15,PC,单人,是,4
Quirky Crystal RPG,"动作,角色扮演,独立,休闲,冒险,RPG制作大师,日系角色扮演",Brewsterland Studios,Brewsterland Studios,6,PC,单人,否,4
CyberLink PhotoDirector 9 Deluxe,"实用工具,照片编辑,设计与插画",CyberLink,"CyberLink,Koch Media",,PC,其他,是,4
Rasen no Sora,"策略,独立,模拟,抢先体验",Gorilla Cafe,Gorilla Cafe,50,PC,单人,否,4
Metagalactic Blitz,"独立,动作,多人,4人本地,本地多人,格斗,竞技,快节奏",Pixelvex LLC,Pixelvex LLC,免费开玩,PC,多人,否,4
Call Of Pixel: Close Quarters,"独立,免费,动作,抢先体验,休闲,暴力",Moka,Moka,免费开玩,PC,在线合作,否,4
The Puppet of Tersa,"冒险,独立,指向 &amp; 点击",Madorium,Madorium,28,PC,单人,否,4
AstroViking,"动作,独立,街机,弹幕射击,垂直卷轴射击,清版射击,女性主角,生存,竞分,动漫,重玩价值,单人,二维,竞技,双摇杆射击,可爱,好评原声音轨,角色定制,纵轴,困难",Artii Games LLC,Artii Games LLC,15,PC,单人,否,4
ItazuraVR Safe for Work,"色情内容,休闲,冒险,虚拟现实",REAL,ARTLINK,22,PC,单人,是,4
Love Chronicles: A Winter's Spell Collector's Edition,"冒险,休闲,隐藏物体",Vendel Games,Big Fish Games,37,PC,单人,否,4
Surface: Return to Another World Collector's Edition,"冒险,休闲,隐藏物体",Elephant Games,Big Fish Games,37,PC,单人,否,4
Rikki & Vikki,"动作,独立,二维,像素图形,街机,解谜,困难,合作,怀旧,本地合作,平台解谜",PenguiNet,PenguiNet,37,PC,合作,否,4
The End,"动作,冒险,独立,赛博朋克",Mata,Plug In Digital,18,PC,单人,否,4
Before Nightfall,"模拟,冒险,独立,生存",Pickle Drugs,Pickle Drugs,6,PC,单人,否,4
Let's Go There And Wander Nowhere,独立,Polychroma Games,Polychroma Games,免费开玩,PC,单人,否,4
Within a Rose,"休闲,模拟,色情内容,视觉小说,动漫",RhinoGearz,RhinoGearz,22,PC,单人,否,4
Iffy Institute,"动作,独立,休闲,策略,暴力,多人,战术,街机,抢先体验",Iffy Labs,hOSHI,26,PC,多人,否,4
Run Jump Fail,"独立,动作,休闲",Luke O'Connor,Luke O'Connor,28,PC,单人,否,4
INFINITY RACE,"动作,独立,休闲,竞速,体育,模拟,奔跑,太空,好评原声音轨,困难,赛博朋克,氛围,单人,彩色,重玩价值,放松,阖家,极简主义",DRUNKEN APES,DRUNKEN APES,15,PC,单人,否,4
The Lonely Gorilla,"模拟,休闲,独立,角色扮演,冒险,生存",Funderground Games,Funderground Games,35,PC,单人,否,4
Bike Dash Excite!,"休闲,动作,免费,单人,物理,单车,街机,二维,竞速,平台游戏,像素图形,怀旧,困难,短片,蓄意操控困难,经典",KADOKAWA CORPORATION,PLAYISM,免费,PC,单人,否,4
Bear Football,"动作,体育,模拟",Hero Game,Hero Game,6,PC,单人,否,4
Horde: Zombie Outbreak,"策略,动作,休闲,抢先体验,独立,僵尸",Madowl Games,Madowl Games,39,PC,单人,否,4
Trajectory,"冒险,动作,太空,科幻,未来,反乌托邦,多结局,选择取向,自选历险体验,第一人称视角",Sky Trail Ltd,Sky Trail Ltd,35,PC,单人,否,4
Steam Marines 2,"独立,策略,抢先体验,角色扮演,科幻,单人,永久死亡,战术角色扮演",Worthless Bums,Worthless Bums,80,PC,单人,否,4
Housekeeping VR,"动作,冒险,角色扮演,独立,模拟,抢先体验,虚拟现实",Peach Pie Productions,Glass Hand Studios,22,PC,单人,否,4
The Adventures of Perseus,"休闲,动作,独立,策略,三消",PixQuake,HH-Games,22,PC,单人,否,4
Crumple Zone,"竞速,动作,独立,毁灭,街机,怀旧",OutOfTune,OutOfTune,54,PC,单人,否,4
An Occasional Dream,"角色扮演,独立,Epic,RPG制作大师",Itsjusta Games,Itsjusta Games,15,PC,单人,否,4
"Love, Guitars, and the Nashville Skyline","视觉小说,色情内容,女性主角,裸露,LGBTQ+,休闲,独立,爱情,动漫",Cosmillica,Sekai Project,36,PC,单人,否,4
Eldritch Academy,"冒险,独立,视觉小说,女性主角,动漫,恐怖,爱情,多结局,LGBTQ+,心理恐怖,惊悚,悬疑,选择取向,模拟,灵异",Nightshade,Nightshade,41,PC,单人,否,4
Cylne,"冒险,独立,探索,第一人称视角,解谜,氛围,单人,彩色,奇幻,好评原声音轨,超现实,步行模拟,抽象",Cylne,Cylne,34,PC,单人,否,4
Goddess of Math 数学女神,"独立,动作,休闲,策略",Katus Game,KatusGame,6,PC,单人,是,4
Alienautics,"独立,动作,冒险,角色扮演,暴力,第三人称射击,科幻,赛博朋克",Imran Arafat,Reality Gameware,50,PC,单人,否,4
Un Pas Fragile,"冒险,独立,休闲,可爱,手绘",Un Pas Fragile Team,Opal Games,11,PC,单人,是,4
Sokoban Land DX,"休闲,冒险,独立,解谜,推箱子,合作,二维",lightUP,lightUP,11,PC,合作,否,4
Lume - Alpha Release,"抢先体验,视频制作,动画制作和建模,教育,实用工具,虚拟现实",Lume VR,Lume VR,,PC,其他,否,4
Fart Simulator 2018,"休闲,动作,独立,冒险,模拟",SacriFACE Studio,SacriFACE Studio,11,PC,单人,否,4
Drone Hunter VR,"动作,冒险,独立,休闲,模拟,虚拟现实",IGNIBIT S.A.,IGNIBIT S.A.,36,PC,单人,否,4
Survival Tycoon,"策略,独立,休闲,模拟,资源管理,生存",Displacement Studios,Displacement Studios,22,PC,单人,否,4
Trash Rage,"动作,独立,抢先体验,休闲,模拟,虚拟现实,机器人,教育,街机,第一人称视角,困难,单人,未来,六自由度",Giant Lazer,Giant Lazer,28,PC,单人,否,4
Pride Run,"休闲,独立,策略,LGBTQ+,裸露,节奏,彩色,像素图形,色情内容,成人,音乐,动作,街机,横向滚屏,本地合作,怀旧,好评原声音轨,心理恐怖","Steam Factory,Hard Ton,IV Productions",Green Man Gaming Publishing,70,PC,本地合作,否,4
Moon Tycoon,"策略,模拟,独立,管理,城市营造,建造,太空,沙盒,科幻,单人,怀旧,氛围,复古,阖家,未来,探索,经典,好评原声音轨,剧情丰富,重玩价值",Anarchy Enterprises,Anarchy Enterprises,37,PC,单人,否,4
Island Invasion,"休闲,策略,独立,塔防,等角,快节奏,街机,困难,单人,程序生成,竞分,彩色,重玩价值,竞技,好评原声音轨,战术,建造,3D,资源管理,管理",Curveball Games,Curveball Games,18,PC,单人,否,4
Love Alchemy: A Heart In Winter,"冒险,休闲,独立,隐藏物体,指向 &amp; 点击,单人,欲罢不能",Ilving Studio,Alawar Entertainment,28,PC,单人,否,4
Castles,"策略,冒险,建造,资源管理,即时,纵轴,等角,即时战术",Quicksilver Software,interplay,36,PC,单人,否,4
Naninights,"独立,策略,动作,恐怖,指向 &amp; 点击",Maxim Moore,Maxim Moore,,PC,单人,否,4
MAGIX Photostory 2018 Deluxe Steam Edition,"设计与插画,视频制作,照片编辑",MAGIX Software GmbH,MAGIX Software GmbH,,PC,其他,否,4
Greed 3: Old Enemies Returning,"休闲,策略,动作,冒险,独立,仅鼠标,隐藏物体",Urchin Games,HH-Games,32,PC,单人,否,4
Miracle Circus 奇迹马戏团,"休闲,冒险,独立,角色扮演,策略",灰猫,0Cube,17,PC,单人,是,4
Halfway Home,"独立,休闲,模拟",Makeshift Monocle,DigiPen Institute of Technology,免费,PC,单人,否,4
Forever Lost: Episode 3,"冒险,指向 &amp; 点击,解谜,悬疑,剧情丰富,氛围",Glitch Games Ltd,Glitch Games Ltd,35,PC,单人,否,4
Pink Rage Otome,"冒险,独立,休闲,模拟,视觉小说,少女游戏,动漫",cyboheart,cyboheart,6,PC,单人,否,4
Physical Exorcism: Case 01,"冒险,独立,休闲,角色扮演,RPG制作大师,动漫,日系角色扮演","Sounding Stone / 老奉毊,Meijin Zhu / 五月梅花落",Sounding Stone / 老奉毊,15,PC,单人,是,4
Snow Horse,"动作,独立,休闲,体育,模拟,网红",KinifiGames LLC,KinifiGames LLC,25,PC,单人,否,4
Forever Lost: Episode 1,"冒险,指向 &amp; 点击,解谜,剧情丰富,氛围,悬疑",Glitch Games Ltd,Glitch Games Ltd,18,PC,单人,否,4
Asdivine Hearts II,"冒险,休闲,角色扮演,独立,策略,日系角色扮演,动漫,单人,奇幻,剧情丰富,视觉小说,复古,像素图形,怀旧,回合制,团队角色扮演",Exe Create Inc.,KEMCO,43,PC,单人,否,4
Range Day VR,"动作,独立,休闲,模拟,抢先体验,虚拟现实",Invidious Studios,Invidious Studios,60,PC,单人,否,4
The way to defeat the Archfiend / 打倒魔王的方法,"休闲,独立,冒险,角色扮演",nitopu,Pujia8 Studio,11,PC,单人,是,4
The Seven Districts of Sin: The Tail Makes the Fox - Episode 1,"休闲,模拟,视觉小说,少女游戏,女性主角,动漫,恋爱模拟,爱情,剧情丰富",Reine Works,Top Hat Studios Inc,37,PC,单人,否,4
El Taco Diablo,"独立,动作",Manne Cederskoog,Manne Cederskoog,22,PC,单人,否,4
