游戏名,类型,开发商,发行商,价格,平台,性质,是否支持中文,历史在线峰值
Chariot,"冒险,独立,本地合作,本地多人,平台游戏,合作,物理,平台解谜,控制器,女性主角",Frima Studio,"Frima Studio,Microids Indie",48,PC,本地合作,否,57
The Leisure of Grisaia,"视觉小说,动漫,休闲,色情内容,冒险,可爱",Frontwing,Frontwing USA,15,PC,单人,否,57
Anonymous ME,"动作,角色扮演,抢先体验,女性主角",RKTime,Chengdu longyuan Network Technology Co.Ltd,,PC,单人,是,57
Myst: Masterpiece Edition,"冒险,指向 &amp; 点击,解谜,休闲,经典,氛围,探索,超现实,悬疑,90 年代,剧情丰富,第一人称视角,全动态影像,蒸汽朋克,步行模拟,大师级",Cyan Worlds,Cyan Worlds,25,PC,单人,否,57
BUTCHER,"动作,血腥,独立,二维,困难,像素图形,暴力,射击,平台游戏,黑暗,好评原声音轨,怀旧,单人,控制器,街机,冒险,动作冒险,恶人主角,恐怖","Phobia Game Studio,Transhuman Design","Crunching Koalas,Transhuman Design",36,PC,单人,否,57
Poof,"独立,动作,策略,平台游戏,塔防",Arkedo,Neko Entertainment,28,PC,单人,否,57
阿达三国志2018 横版,"免费,策略,休闲,角色扮演,模拟",阿达游戏,阿达游戏,免费,PC,单人,是,57
The Keep,"角色扮演,独立,迷宫探索,第一人称视角,网格导向动作,单人","CINEMAX, s.r.o.","CINEMAX, s.r.o.",49,PC,单人,否,57
YU-NO: A girl who chants love at the bound of this world,"冒险,色情内容,裸露,视觉小说,动漫,剧情丰富,科幻,悬疑,指向 &amp; 点击",MAGES. Inc.,"Spike Chunsoft Co., Ltd.",240,PC,单人,否,57
Desert Ride Coaster,"休闲,模拟,虚拟现实",iNFINITE Production,iNFINITE Production,免费,PC,单人,否,57
NOBUNAGA’S AMBITION: Tenkasousei with Power Up Kit,策略,"KOEI TECMO GAMES CO., LTD.","KOEI TECMO GAMES CO., LTD.",90,PC,单人,否,57
Death Tractor,"休闲,动作,模拟,独立,恐怖",Exato Game Studios,Exato Game Studios,6,PC,单人,否,57
Stay Close,"恐怖,合作,生存恐怖,多人,冒险,动作,独立,心理恐怖",Blind Bird,Blind Bird,34,PC,合作,否,57
Shovel Knight: Specter of Torment,"动作,独立,冒险,平台游戏,像素图形,二维,怀旧,单人,好评原声音轨,类银河战士恶魔城,横向滚屏",Yacht Club Games,Yacht Club Games,36,PC,单人,是,57
Unium,"休闲,独立,解谜,策略,极简主义,单人",Kittehface Software,Kittehface Software,11,PC,单人,是,57
PCMark 10,"实用工具,标杆测试",UL,UL,88,PC,其他,是,57
征服美洲,"策略,即时战略,历史,单人",GSC Game World,GSC World Publishing,22,PC,单人,否,57
Oblitus,"冒险,独立,动作,平台游戏,类魂系列,二维,类银河战士恶魔城",Connor Ullmann,Adult Swim Games,48,PC,单人,否,57
Fighting Fantasy Legends,"角色扮演,冒险,独立,卡牌游戏,奇幻",Nomad Games,Nomad Games,28,PC,单人,是,57
Defense Zone,"策略,独立,塔防",Artem Kotov,Artem Kotov,18,PC,单人,否,57
9-nine-:Episode 2,"色情内容,裸露,视觉小说,动漫,暴力,休闲,动作,模拟,多结局,选择取向,悬疑,剧集,可爱,魔法,好评原声音轨,二维",PALETTE,Sekai Project,70,PC,单人,否,57
某1种青春,"免费,独立,休闲,视觉小说,动漫",绮梦妄想社,绮梦妄想社,免费开玩,PC,单人,是,57
Club Life,"裸露,独立,冒险,休闲,视觉小说,动漫,色情内容",Dharker Studio,Dharker Studios Ltd,43,PC,单人,否,57
Idle Dungeons,"免费,轻游戏,独立,动作,休闲,角色扮演,策略,冒险",ChimpLabs,ChimpLabs,免费开玩,PC,单人,否,57
Castaway Paradise,"休闲,模拟,独立,冒险,角色扮演,阖家,沙盒,开放世界,单人,剧情丰富,建造",Stolen Couch Games,Stolen Couch Games,48,PC,单人,否,57
The Land of Pain,"冒险,独立,恐怖,洛夫克拉夫特式,第一人称视角,步行模拟,氛围,血腥",Alessandro Guzzo,Alessandro Guzzo,37,PC,单人,否,57
Toran,"独立,冒险,免费,虚拟现实,单人,科幻,短片,未来,氛围,太空,试验性,好评原声音轨,放松,唯美,解谜",Really Interactive,Really Interactive,免费,PC,单人,否,57
qop 3,"独立,休闲,解谜,极简主义,单人,二维,放松,困难",Quiet River,Quiet River,6,PC,单人,是,57
Metal Fatigue,"策略,即时战略,机器人,机甲世界,经典",Zono,Nightdive Studios,26,PC,单人,否,57
IIslands of War,"动作,独立,冒险,抢先体验,建造,动作类 Rogue",jwiggs,jwiggs,37,PC,单人,否,57
Cobalt WASD,"动作,独立,多人,二维,射击",Oxeye Game Studio,Mojang,免费开玩,PC,多人,否,57
Pretty Neko,"休闲,独立,模拟,角色扮演,色情内容,裸露,成人,动漫,Hentai,解谜,单人,放松",GirlGame,GirlGame,6,PC,单人,否,57
Bus Driver,"模拟,汽车模拟,独立,驾驶,单人,开放世界,大师级",SCS Software,SCS Software,31,PC,单人,否,57
Deus Ex: Invisible War,"赛博朋克,动作,第一人称射击,角色扮演,科幻,潜行,单人,沉浸式模拟,超人类主义,第一人称视角,女性主角,反乌托邦,射击,剧情丰富,氛围,经典,光明会,动作角色扮演,阴谋,冒险",Ion Storm,Square Enix,28,PC,单人,否,57
Grisaia Phantom Trigger Vol.4,"休闲,冒险,动漫,视觉小说,可爱",Frontwing,Frontwing USA,67,PC,单人,是,56
VR Chair Games,"动作,独立,休闲,血腥,暴力,虚拟现实",EnsenaSoft,EnsenaSoft,6,PC,单人,否,56
Cage of the Succubi,"角色扮演,独立,日系角色扮演,RPG制作大师,动漫,色情内容,网红",Ason,Kagura Games,39,PC,单人,是,56
Painkiller Overdose,"动作,第一人称射击,射击,恐怖,血腥,多人,单人,第一人称视角",Mindware Studios,THQ Nordic,21,PC,多人,否,56
Candle,"独立,冒险,手绘,解谜,平台解谜,好评原声音轨,奇幻,二维,平台游戏,指向 &amp; 点击",Teku Studios,Daedalic Entertainment,48,PC,单人,是,56
Link,"策略,角色扮演,独立,类Rogue",Brainwashing Games,Brainwashing Games,21,PC,单人,否,56
Fire With Fire: Online Tower Attack and Defense,"免费,塔防,策略,独立,抢先体验,休闲,玩家对战,多人",Theory Georgiou,Theory Georgiou,免费游玩,PC,多人,否,56
Tengami,"冒险,独立,休闲,解谜,氛围,指向 &amp; 点击,短片,单人,好评原声音轨,风格化,试验性,体验,放松,步行模拟",Nyamyam,Nyamyam,21,PC,单人,是,56
Avaris 2,"动作,休闲,模拟",StudioGIW,Zoo Corporation,31,PC,单人,否,56
Dungeon Of Dragon Knight,"角色扮演,冒险,独立,迷宫探索,策略,网格导向动作,怀旧,探索,复古,奇幻,即时,解谜,战术,好评原声音轨,第一人称视角,动作,单人,恐怖,团队角色扮演,龙",HexGameStudio,HexGameStudio,41,PC,单人,是,56
Puzzle Kingdoms,"休闲,解谜,三消,角色扮演,奇幻,单人",Infinite Interactive,Strategy First,48,PC,单人,否,56
VIDEOBALL,"独立,体育,动作,本地多人,多人,4人本地","Action Button Entertainment, LLC",Iron Galaxy,36,PC,本地多人,否,56
Risk,"策略,休闲,桌游,多人","Sperasoft, Inc.",PopCap,36,PC,多人,否,56
Short Stories Collection of Class Tangerine,"休闲,独立,冒险,模拟,视觉小说,动漫",橘子班,NVLMaker,29,PC,单人,是,56
Bravery: Rise of The Last Hero,"独立,抢先体验,动作,冒险,角色扮演,动作角色扮演,纵轴,中世纪,奇幻",Magic Dungeon Studio,Magic Dungeon Studio,21,PC,单人,否,56
突袭2：黄金版,"策略,二战,即时战略,经典",Fireglow,Kalypso Media Digital,25,PC,单人,否,56
Sakura Sadist,"色情内容,裸露,视觉小说,动漫,模拟,女性主角,成人,LGBTQ+",Winged Cloud,Winged Cloud,37,PC,单人,是,56
Sengoku Jidai: Shadow of the Shogun,"策略,军事,历史,回合战略,大战略,忍者,战术,战争游戏",Byzantine Games,Slitherine Ltd.,88,PC,单人,否,56
Audio Arena,"动作,虚拟现实",Skydome Studios,Skydome Studios,28,PC,单人,否,56
Mu Complex,"独立,冒险,黑客,解谜",studiocime,studiocime,Try the demo,PC,单人,否,56
Catacombs of the Undercity,"角色扮演,冒险,独立,自选历险体验,文字为基础",Tin Man Games,Tin Man Games,21,PC,单人,否,56
Sky To Fly: Faster Than Wind,"动作,飞行,冒险,竞速,独立,体育,模拟,蒸汽朋克",AIVIK LLC,Absolutist Ltd.,18,PC,单人,否,56
Al Emmo's Postcards from Anozira,"冒险,独立,休闲,隐藏物体,西部",Himalaya Studios,Himalaya Studios,21,PC,单人,否,56
Earth Space Colonies,"模拟,策略,独立,太空,生存,城市营造",Persona and Pixel studio,Persona and Pixel studio,36,PC,单人,否,56
Cublast HD,"休闲,独立,解谜,平台游戏,平台解谜",ThinkFast Studio,ThinkFast Studio,36,PC,单人,否,56
Pride of Nations,"策略,模拟,大战略,历史,回合制,回合战略,多人,单人,重玩价值",Ageod,Slitherine Ltd.,68,PC,多人,否,56
STEINS;GATE: My Darling's Embrace,"冒险,视觉小说,欢乐,单人,女性主角,动漫,爱情,喜剧",MAGES. Inc.,"Spike Chunsoft Co., Ltd.",100,PC,单人,否,56
Ground Control II,"策略,即时战略,科幻",Massive Entertainment,Rebellion,21,PC,单人,否,56
Pool Panic,"动作,体育,冒险,欢乐,台球,解谜",Rekim,Adult Swim Games,50,PC,单人,否,56
Mech Anarchy,"抢先体验,动作,独立",Trevor Madge,Trevor Madge,6,PC,单人,否,56
Arcade LA Deadzone,"动作,冒险,血腥,暴力,虚拟现实","Castle Steps LLC,BOT Jungle Productions",BOT Jungle Productions,,PC,在线合作,否,56
Out of Ammo,"动作,策略,独立,虚拟现实,第一人称射击,多人,单人,生存,抢先体验,射击,第一人称视角",RocketWerkz,RocketWerkz,48,PC,多人,否,56
Ian's Eyes,"独立,冒险,解谜,单人,控制器,困难,恐怖",Sindie Games,SOEDESCO Publishing,Ian's Eyes Demo,PC,单人,否,56
Glyphs Apprentice,"独立,解谜,编程,困难,二维",inSPIRE Games,inSPIRE Games,6,PC,单人,否,56
Dragon Sin,"免费,动作,独立,龙,砍杀,单人,血腥,多人,开放世界,角色扮演,裸露",Fate Dragon Studio,Fate Dragon Studio,免费开玩,PC,单人,否,56
Stray Cat Crossing,"冒险,独立,恐怖,像素图形,RPG制作大师,超现实,女性主角,好评原声音轨,解谜,猫","Jurlo,JetPackGone",Fridge,15,PC,单人,否,56
Attack of the Labyrinth +,"动作,独立,街机,迷宫探索",Timedrop Studios,Timedrop Studios,免费游玩,PC,单人,否,56
Naev,"免费,动作,独立,太空",Naev Team,Naev Team,免费,PC,单人,否,56
Last Dream: World Unknown,"独立,角色扮演,解谜,RPG制作大师,回合制,经典,日系角色扮演",White Giant RPG Studios,White Giant RPG Studios,36,PC,单人,否,56
Last Inua,"独立,冒险,休闲,平台游戏,平台解谜",Glowforth,"Wired Productions,THQ Nordic",31,PC,单人,否,56
Robin Hood,"策略,潜行,等角,中世纪,战术,冒险,经典,角色扮演,单人,历史,即时战术,大师级",Spellbound,Microids,31,PC,单人,否,56
This Strange Realm Of Mine,"独立,冒险,动作,第一人称射击,像素图形,第一人称视角,心理恐怖,射击,怀旧,剧情丰富,单人,选择取向,鲜血,恐怖,黑暗,氛围,血腥,暴力,3D,二维",Doomster Entertainment,Doomster Entertainment,11,PC,单人,否,56
Sayonara Umihara Kawase,"物理,精确平台,动作,独立,伪3D,动漫,女性主角,平台游戏,困难,平台解谜",Studio Saizensen,Degica,48,PC,单人,否,56
Haunt the House: Terrortown,"独立,休闲,可爱,动作,欢乐,短片,解谜,二维,冒险,大师级,阖家",SFB Games,SFB Games,22,PC,单人,否,56
Super Helmets on Fire DX Ultra Edition Plus Alpha,"动作,独立,平台游戏,困难,像素图形,街机,怀旧,奔跑",Ripper Games,Ripper Games,免费游玩,PC,单人,否,56
STEINS;GATE: My Darling's Embrace,"冒险,视觉小说,欢乐,单人,女性主角,动漫,爱情,喜剧",MAGES. Inc.,"Spike Chunsoft Co., Ltd.",100,PC,单人,否,56
Last Inua,"独立,冒险,休闲,平台游戏,平台解谜",Glowforth,"Wired Productions,THQ Nordic",31,PC,单人,否,56
Attack of the Labyrinth +,"动作,独立,街机,迷宫探索",Timedrop Studios,Timedrop Studios,免费游玩,PC,单人,否,56
Beyond Space,"动作,模拟,冒险,太空,科幻",Silesia Games Sp. z o.o.,Plug In Digital,28,PC,单人,否,56
Ironbound,"免费,角色扮演,策略,独立,卡牌游戏,交易卡牌,角色定制,战术,回合制,黑暗奇幻,玩家对战,桌游,奇幻,二维,竞技,困难,重玩价值,女性主角,设计与插画,抢先体验",Secret Level SRL,"Making Fun, Inc.",免费开玩,PC,单人,否,56
Vector Assault,"独立,休闲,动作,双摇杆射击",Wizbyte Games,Strategy First,21,PC,单人,否,56
Porcunipine,"动作,独立,4人本地,本地多人,本地合作,像素图形",Big Green Pillow,Curve Digital,36,PC,本地多人,否,56
SurvivalZ Battlegrounds,"动作,独立,模拟,策略,大逃杀,多人,抢先体验,体素,像素图形,单人,战争游戏,阖家,格斗,街机,战争,休闲,冒险,放松",KicklessGame,RewindApp,6,PC,多人,否,56
Anachronox,"角色扮演,赛博朋克,科幻,喜剧,经典,回合制,单人,欢乐,第三人称视角,冒险,日系角色扮演,剧情丰富",Square Enix,Square Enix,28,PC,单人,否,56
One More Line,"独立,休闲,动作,街机,困难,二维,极简主义,好评原声音轨,重玩价值,竞分,音乐,彩色,迷幻,控制器,快节奏,欲罢不能,本地多人",SMG Studio,SMG Studio,15,PC,本地多人,否,56
Mech Anarchy,"抢先体验,动作,独立",Trevor Madge,Trevor Madge,6,PC,单人,否,56
Dragon Sin,"免费,动作,独立,龙,砍杀,单人,血腥,多人,开放世界,角色扮演,裸露",Fate Dragon Studio,Fate Dragon Studio,免费开玩,PC,单人,否,56
彼岸画廊/Nether Gallery,"独立,冒险,血腥,恐怖,解谜",HongShou Studio,HongShou Studio,28,PC,单人,是,56
Freaking Meatbags,"策略,独立,塔防,动作,像素图形,即时战略,科幻,机器人,生存,基地建设,建造,资源管理,即时含暂停,殖民模拟,太空模拟",Wild Factor,Plug In Digital,36,PC,单人,否,56
Cosmic DJ,"休闲,独立,音乐",Gl33k,Devolver Digital,15,PC,单人,否,56
Zaccaria Pinball,"免费,模拟,休闲,动作,体育,独立,弹球,抢先体验,街机,虚拟现实,多人,4人本地,本地多人",Magic Pixel Kft.,Magic Pixel Kft.,免费开玩,PC,多人,否,56
The Collider,"休闲,竞速,快节奏,独立,街机",Shortbreak Studios s.c.,Shortbreak Studios s.c.,,PC,单人,否,56
Sherlock Holmes and The Hound of The Baskervilles,"冒险,休闲,隐藏物体,解谜,指向 &amp; 点击,推理,悬疑",Waterlily Games,Frogwares,36,PC,单人,否,56
Crest,"创世神,模拟,独立,策略,休闲,自然,沙盒,单人,生存,开放世界,氛围,城市营造,资源管理,程序生成,抢先体验,人工智能,即时,基地建设,第三人称视角,好评原声音轨",Eat Create Sleep,Eat Create Sleep,35,PC,单人,否,56
Wagers of War,"免费,独立,策略,卡牌游戏",Jumb-O-Fun Games Inc,Jumb-O-Fun Games Inc,免费开玩,PC,其他,否,55
心之檻,"独立,角色扮演,休闲,少女游戏,女性主角,单人,视觉小说","第一點心,DimSumOneStudio","第一點心,DimSumOneStudio",32,PC,单人,是,55
遗言,"独立,角色扮演,冒险,休闲,女性主角,RPG制作大师,剧情丰富,好评原声音轨,像素图形,怀旧,单人,日系角色扮演,视觉小说",Twelve Tiles,Degica,36,PC,单人,否,55
全面冲击,"休闲,动作,独立,清版射击,弹幕射击,街机",UFO Crash Games,UFO Crash Games,25,PC,单人,否,55
Hitbox,"动作,独立,多人,分屏,第三人称射击,竞技,免费,本地多人","Tyler Rogers,David Colson","Wormhole Entertainment,Peripheral Labs",免费,PC,多人,否,55
狼的伪装,"独立,狼人,冒险,动作,生存,解谜,潜行,恐怖,第一人称视角,单人,奇幻,大师级,裸露",FUN Creators,FUN Creators,15,PC,单人,否,55
一刀斩,"动作,格斗,2D 格斗,暴力,血腥,独立,单人,本地多人,氛围,拟真,二维,动漫,休闲",Dojo Games,Ultimate Games S.A.,36,PC,单人,是,55
Tabletop Gods,"动作,策略,独立,虚拟现实,多人,竞技,快节奏,街机,卡通化,欲罢不能,彩色,抢先体验,玩家对战,即时,纵轴,僵尸,魔法,奇幻,欢乐,短片",Ghost Fish Games,Other Ocean Group,70,PC,多人,是,55
The Greater Good,"独立,角色扮演,冒险,动作,好评原声音轨",Sam Enright,Sam Enright,37,PC,单人,否,55
Conflict Desert Storm,"动作,战术,第三人称射击,经典,单人,多人,射击,策略,军事",Pivotal Games,Square Enix,28,PC,单人,否,55
世界航船模拟,"海军,模拟,开放世界,单人,拟真,钓鱼,管理,驾驶,冒险,阖家",Odin Game Studio,Excalibur Publishing,68,PC,单人,否,55
Vlad the Impaler,"角色扮演,视觉小说,冒险,自选历险体验,独立,恐怖,休闲,吸血鬼,单人,互动小说,选择取向,黑暗",Section Studios,Section Studios,6,PC,单人,否,55
Prison Boss VR,"模拟,独立,虚拟现实,制作,贸易,欢乐,资源管理",Trebuchet,Trebuchet,68,PC,单人,否,55
审判日,"独立,动作,血腥,暴力,角色扮演,抢先体验,冒险,像素图形",Sonic Shield,Zodiac Interactive,38,PC,单人,是,55
光线把戏,"独立,休闲,解谜",blizzy Games,blizzy Games,21,PC,单人,否,55
The Yellow King,"动作,独立,大型多人在线,休闲,冒险,角色扮演,抢先体验,血腥,暴力,洛夫克拉夫特式,多人,大型多人在线角色扮演,恐怖,玩家对战,在线合作,轻度 Rogue,团队角色扮演,类Rogue",Spellbook,www.Spellbook.com,80,PC,大型多人在线,否,55
Vlad the Impaler,"角色扮演,视觉小说,冒险,自选历险体验,独立,恐怖,休闲,吸血鬼,单人,互动小说,选择取向,黑暗",Section Studios,Section Studios,6,PC,单人,否,55
Swing Dunk (Beta),"体育,动作,独立,休闲,竞速,免费,在线合作,多人,篮球,竞技",BucketPlay.inc,BucketPlay.inc,免费开玩,PC,在线合作,否,55
光线把戏,"独立,休闲,解谜",blizzy Games,blizzy Games,21,PC,单人,否,55
Prison Boss VR,"模拟,独立,虚拟现实,制作,贸易,欢乐,资源管理",Trebuchet,Trebuchet,68,PC,单人,否,55
Espire 1: VR Operative,"动作,冒险,虚拟现实,暴力,潜行,射击",Digital Lode,Tripwire Interactive,88,PC,单人,否,55
Front Defense,"动作,虚拟现实,二战,第一人称射击",Fantahorn Studio,Vive Studios,37,PC,单人,是,55
War of the Human Tanks - ALTeR,"策略,独立,动漫,冒险,可爱",Yakiniku Banzai,Fruitbat Factory,42,PC,单人,否,55
仿生心脏,"冒险,视觉小说,独立,动漫,赛博朋克,单人,多结局,科幻,爱情,选择取向,恋爱模拟,机器人,未来,自选历险体验,黑暗奇幻,喜剧,科学",Winter Wolves,Winter Wolves,36,PC,单人,否,55
Shepherd of Light,"免费,解谜,独立",Bad Seahorse,Bad Seahorse,免费,PC,单人,否,55
审判日,"独立,动作,血腥,暴力,角色扮演,抢先体验,冒险,像素图形",Sonic Shield,Zodiac Interactive,38,PC,单人,是,55
风土Terroir,"模拟,策略,独立,管理,经济,休闲,放松,农业,农场模拟,氛围,单人,资源管理,好评原声音轨,困难",General Interactive Co.,General Interactive Co.,32,PC,单人,是,55
声之寄托SP,"冒险,动漫,独立,角色扮演,视觉小说,解谜,恐怖,剧情丰富,网红,欢乐,多结局,黑色喜剧,血腥,单人,悬疑,生存恐怖,氛围,心理恐怖,暴力,黑暗",あみそ組,"Pujia8 Studio,Gamera Game",11,PC,单人,是,55
Bleeding Hunt VR Chap.1,"动作,虚拟现实,恐龙",XAC Inc.,XAC Inc.,150,PC,单人,是,55
The Greater Good,"独立,角色扮演,冒险,动作,好评原声音轨",Sam Enright,Sam Enright,37,PC,单人,否,55
FINAL FANTASY XV WINDOWS EDITION MOD ORGANIZER,免费,Square Enix,Square Enix,免费游玩,PC,单人,是,55
Project Arrhythmia,"独立,动作,冒险,音乐,节奏,弹幕射击,抢先体验,关卡编辑,好评原声音轨",Vitamin Games,Vitamin Games,41,PC,单人,否,55
Rover Builder,"独立,模拟,抢先体验,策略,建造",Hatfuls Games,Hatfuls Games,36,PC,单人,否,55
Turba,"休闲,独立,音乐,三消,音乐动态生成,节奏",Binary Takeover,Binary Takeover,,PC,单人,否,55
The Aquatic Adventure of the Last Human,"冒险,独立,动作,水底,类银河战士恶魔城,像素图形,二维,末日,单人,探索,困难,氛围,好评原声音轨",YCJY Games,YCJY Games,37,PC,单人,否,55
动物园大亨,"休闲,桌游",Witan Game Production House,Zooloretto,15,PC,单人,否,55
雷电威龙2015,"动作,清版射击,怀旧,休闲,射击,非主流经典,二维,单人,弹幕射击,像素图形,纵轴,复古,科幻,困难,90 年代,机甲世界,车辆作战,飞行,喷气机,战争",Dotemu,Dotemu,21,PC,单人,否,55
Corma,"免费,大型多人在线,生存,冒险,动作,策略,独立,建造,抢先体验,暴力",Nemo Studios,Nemo Studios,免费,PC,大型多人在线,否,55
Gravity Den,"动作,冒险,独立,平台游戏,二维",DiPi Games,DiPi Games,21,PC,单人,否,55
Destined,"免费,动作,独立,多人,第一人称射击,射击",Destined Team,Destined Team,免费开玩,PC,多人,否,55
Zombie Camp,"动作,独立,虚拟现实,僵尸",Void Dimensions,Void Dimensions,,PC,单人,是,55
Forgotten Myths CCG,"免费,策略,独立,卡牌游戏","Anchora Games,Dream Harvesters",Anchora Games,免费游玩,PC,单人,否,55
尸体派对：幸子的恋爱游戏,"血腥,色情内容,暴力,冒险,动漫,视觉小说,恐怖","MAGES. Inc.,5pb.","XSEED Games,Marvelous USA, Inc.",70,PC,单人,否,55
枕边少女,"独立,冒险,休闲,裸露,视觉小说,恋爱模拟,动漫,剧情,多结局,色情内容",橘子班,PeriScope Game,28,PC,单人,是,55
方块脸,"动作,独立,角色扮演,僵尸,生存,开放世界,垂直卷轴射击,竞速,恐怖",VAN CUBO,VAN CUBO,22,PC,单人,否,55
邪灵之祭,"独立,策略,血腥,奇幻,塔防,剧情丰富,黑色幽默,喜剧,恶人主角",bumblebee.,Daedalic Entertainment,11,PC,单人,否,55
锎,"冒险,独立,步行模拟,探索,科幻,超现实,第一人称视角","Darjeeling,Nova Production,ARTE France",ARTE France,28,PC,单人,否,55
Space Rangers: Quest,"冒险,角色扮演,太空,科幻",SNK Games,1C Entertainment,36,PC,单人,否,55
阿斯特瑞雅,"独立,冒险,动作,沙盒,平台游戏,制作,二维,横向滚屏",Legend Studio,Legend Studio,21,PC,单人,否,55
机场模拟2015,"模拟,单人",LinkSolutions Ltd.,rondomedia GmbH,84,PC,单人,是,55
Aeon,"第一人称射击,动作,冒险,虚拟现实,子弹时间,独立,角色扮演,模拟,休闲,恐怖,多人,科幻,射击,未来,机器人,生存,暴力,血腥,僵尸",Illusion Ranger,Illusion Ranger,50,PC,多人,是,55
CityBattle | Virtual Earth (EU),"免费,动作,独立,第一人称射击,多人",LLC RIKOR IMT,IDC/Games,免费开玩,PC,多人,否,55
Gunheart,"动作,独立,暴力,虚拟现实,合作,多人",Drifter®,Drifter®,70,PC,合作,否,55
磁力自由飞行,"动作,冒险,独立,平台游戏",Team Tripleslash,Team Tripleslash,,PC,单人,否,55
Verdant Skies,"农场模拟,休闲,模拟,剧情丰富,建造,角色扮演,可模组化,独立,冒险,农业,恋爱模拟,制作,单人,钓鱼,LGBTQ+,第三人称视角,放松,沙盒,可爱,氛围",Howling Moon Software,Howling Moon Software,70,PC,单人,否,55
Bleeding Hunt VR Chap.1,"动作,虚拟现实,恐龙",XAC Inc.,XAC Inc.,150,PC,单人,是,55
Turba,"休闲,独立,音乐,三消,音乐动态生成,节奏",Binary Takeover,Binary Takeover,,PC,单人,否,55
侠盗骑兵,"动作,第三人称射击,科幻,第三人称视角,射击,多人,经典,大师级,潜行",Rebellion,Rebellion,36,PC,多人,否,55
Adore,"动作,独立,角色扮演,抢先体验,轻度 Rogue,动作类 Rogue,困难,类Rogue",Cadabra Games,Cadabra Games,37,PC,单人,否,55
BARRICADE,"策略,独立,模拟,抢先体验,塔防,基地建设,僵尸,资源管理,制作,即时含暂停,自动化,单人,战术,末日,建造,动作",Fly Penguin inc.,Fly Penguin inc.,50,PC,单人,是,55
Wish -tale of the sixteenth night of lunar month-,"冒险,独立,休闲,视觉小说",Migiha,Culture Select,31,PC,单人,否,55
CityBattle | Virtual Earth (EU),"免费,动作,独立,第一人称射击,多人",LLC RIKOR IMT,IDC/Games,免费开玩,PC,多人,否,55
初音VR,"动作,虚拟现实,动漫,音乐,节奏,女性主角,好评原声音轨,裸露",Crypton Future Media,Degica,80,PC,单人,是,54
Swords & Crossbones: An Epic Pirate Story,"角色扮演,策略,冒险,模拟,海盗",Epic Devs LLC,Epic Devs LLC,21,PC,单人,否,54
Farm Frenzy Collection,"休闲,策略,独立,模拟,冒险,女性主角,氛围,时间管理",Alawar Entertainment,Buka Entertainment,70,PC,单人,否,54
战争斗士,"动作,机甲世界,第三人称射击,科幻,太空,独立,机器人,快节奏,冒险",Drakkar Dev,Green Man Gaming Publishing,70,PC,单人,否,54
Shantae: Half-Genie Hero Ultimate Edition,"独立,冒险,动作,女性主角,平台游戏,类银河战士恶魔城,动漫,横向滚屏,单人,二维,可爱,好评原声音轨",WayForward,WayForward ,90,PC,单人,否,54
迷雾塔防,"独立,塔防,策略,动作,单人",Okugi Studio,Okugi Sudio,21,PC,单人,否,54
突击军团,"独立,动作,冒险,平台游戏,解谜",Bloober Team SA,Bloober Team SA,36,PC,单人,否,54
阿月历险记：暮光之主,"角色扮演,RPG制作大师,独立,冒险,休闲,日系角色扮演,奇幻,女性主角,动漫,单人","Amaranth Games, LLC",Degica,36,PC,单人,否,54
大航海时代2,"角色扮演,历史,模拟","KOEI TECMO GAMES CO., LTD.","KOEI TECMO GAMES CO., LTD.",42,PC,单人,否,54
即兴室内创作,"模拟,独立,休闲,本地合作,在线合作,虚拟现实,欢乐,建造,物理,心理恐怖,沙盒,裸露",The Stork Burnt Down,The Stork Burnt Down,36,PC,本地合作,否,54
Epic Tavern,"抢先体验,独立,角色扮演,冒险,管理,策略,奇幻,喜剧,互动小说,记叙,选择取向,模拟,剧情丰富,欢乐,Epic,桌上游戏,大师级",Hyperkinetic Studios,Epic Tavern Holdings,78,PC,单人,否,54
SwarmZ,"模拟,策略,动作,独立,僵尸,沙盒,末日,单人,战术,欢乐",Mutiny Software,Mutiny Software,22,PC,单人,否,54
阿卡尼亚王国3：里瓦河上的阴影,"角色扮演,奇幻,经典,回合制,冒险,单人,团队角色扮演",attic Entertainment Software GmbH,United Independent Entertainment GmbH,18,PC,单人,否,54
黑客双重进化,"独立,黑客,模拟",exosyphen studios,exosyphen studios,6,PC,单人,否,54
Twilight Town,"免费,休闲,冒险,隐藏物体",Absolutist Ltd.,Absolutist Ltd.,免费开玩,PC,单人,否,54
Oik Memory 2,"独立,休闲,解谜",Crew Lab,Crew Lab,6,PC,单人,是,54
刺客信条编年史：俄罗斯,"动作,冒险,暗杀,伪3D,潜行,跑酷,平台游戏,单人,历史,二维",Climax Studios,Ubisoft Entertainment,42,PC,单人,否,54
徘徊之地Wanderland,"免费,冒险,休闲,隐藏物体",Artogon,Jetdogs Studios,免费开玩,PC,单人,是,54
Wizardry 6: Bane of the Cosmic Forge,"角色扮演,冒险,第一人称视角,迷宫探索,团队角色扮演,经典,回合制战斗,网格导向动作,回合制,奇幻,电脑角色扮演,复古,单人",Sir-Tech,"Gamepot, Inc.,Nightdive Studios",21,PC,单人,否,54
A Tale of Caos: Overture,"冒险,独立,指向 &amp; 点击,女性主角,单人,像素图形,奇幻,好评原声音轨,解谜,欢乐,二维,剧情丰富",ExperaGameStudio,Eli Daddio,34,PC,单人,否,54
